287.0   1220.32555198
209.0   1071.91121294
3366.0  3767.34232948
2002.0  1138.37271877
2085.0  1394.74201114
155.0   783.761304104
685.0   1471.74433373
286.0   656.656104802
1099.0  905.295957073
860.0   1319.90827015
342.0   1044.20517854
552.0   1149.79843683
760.0   1375.35747291
505.0   881.601221232
141.0   657.330884739
159.0   901.960691832
394.0   1139.62235362
704.0   1004.93945707
967.0   929.028541821
990.0   927.723975036
947.0   885.461533834
1151.0  1186.50011323
2755.0  1682.970327
1614.0  1223.16305546
402.0   834.301110744
533.0   724.49103326
1322.0  950.580578864
1488.0  714.438028786
1113.0  958.744976753
259.0   696.38207603
365.0   1118.56816747
262.0   736.079269728
647.0   1253.70147386
2063.0  1691.13238201
2188.0  1114.19153275
623.0   746.812917534
644.0   759.05099012
909.0   956.710847945
794.0   945.204614567
1843.0  1184.85450604
1276.0  1661.22959496
1869.0  1031.77400615
216.0   1254.35076441
1797.0  1671.62986167
363.0   1006.51110526
1535.0  1004.17336159
727.0   1131.07102665
2103.0  944.642747591
1583.0  1152.82274873
510.0   1054.18615562
1742.0  1560.64546838
3233.0  1452.07385194
723.0   742.524291973
711.0   717.847334311
3417.0  1832.21250298
3010.0  1169.24518415
325.0   1351.9249705
120.0   909.28483543
167.0   530.001564749
748.0   853.994982083
225.0   552.75208375
453.0   743.238587444
1983.0  1129.4855196
557.0   748.370045058
445.0   592.502727463
1994.0  1088.13545987
174.0   1012.92295462
2758.0  1243.52370905
925.0   926.799936992
1002.0  1198.92315924
150.0   1093.62724559
491.0   1090.7730481
5882.0  2006.11943715
556.0   1272.20205911
625.0   433.764173559
1666.0  1367.14429326
59.0    879.595820037
900.0   1626.93957521
192.0   1097.01722026
3598.0  10133.9522463
3008.0  917.088177504
112.0   996.941062337
414.0   1150.83088123
1217.0  861.297221689
3680.0  852.647397077
1912.0  1102.78669813
363.0   826.025630946
656.0   1650.63354517
224.0   1119.22017682
55.0    808.061477087
981.0   842.841935862
3049.0  986.741645212
428.0   979.696015314
2410.0  1475.15704145
4205.0  1277.3692236
789.0   777.911190828
66.0    1130.45442169
348.0   1181.93567653
3001.0  963.004784622
387.0   1017.06574986
15304.0 6052.39408779
1311.0  1834.5737771
1667.0  1090.27591324
1023.0  842.333658062
722.0   1196.45394178
1427.0  1560.95640427
343.0   969.429723976
109.0   1261.54480609
2857.0  1472.67941914
8628.0  2493.21252738
635.0   766.801456605
2568.0  1213.04774193
3254.0  1297.70185027
494.0   844.804762625
454.0   1153.67802736
1730.0  1666.65785509
400.0   1279.65330956
567.0   864.516137193
1615.0  1182.59351004
410.0   1137.39527046
1484.0  2146.96020427
402.0   850.224216547
750.0   966.674437196
898.0   1090.71003814
7951.0  2343.39408044
633.0   1173.12089155
721.0   764.619039761
2004.0  1195.93287452
5042.0  2014.72933497
556.0   869.435182728
1239.0  1526.70997588
569.0   619.165296316
74.0    550.310165599
914.0   890.584455078
1430.0  1473.09181191
244.0   1159.07116065
1168.0  1039.02428228
3334.0  2040.69887185
1722.0  1338.32797822
1151.0  1844.36113839
610.0   884.635049918
1463.0  881.017530966
185.0   804.241826343
569.0   983.937603386
124.0   1148.67486203
925.0   1144.64418334
3858.0  2117.89418563
971.0   868.069277858
984.0   1002.34295454
1109.0  2138.96704477
446.0   676.606558634
1935.0  1961.51352391
83.0    999.680423211
996.0   3859.48524406
47.0    1075.13280093
668.0   844.184066589
210.0   877.93914822
1096.0  1193.43013094
139.0   1084.73714215
1847.0  2196.76742411
851.0   1229.67664792
1109.0  1114.34034678
265.0   1103.3698149
97.0    752.448171101
956.0   850.225463829
86.0    578.931302092
2424.0  2076.613638
1270.0  1086.6225511
286.0   981.897981201
744.0   1392.54074425
66.0    483.07391776
288.0   1244.59471428
273.0   522.364406846
587.0   1397.02508815
809.0   3244.83450627
3528.0  1123.55282183
92.0    969.387214773
707.0   1562.49575972
156.0   1248.89532004
275.0   1222.40779668
155.0   1129.47288809
178.0   746.782388163
740.0   839.660450004
398.0   781.336735152
2953.0  2161.20941969
97.0    792.930100054
175.0   1233.49632014
2330.0  1212.01024018
837.0   1189.43949574
