res_AG.LND.CREL.HA.tsv	Citation	0.513238383471
res_AG.LND.CREL.HA.tsv	File Size	0.533915047527
res_AG.LND.CREL.HA.tsv	Links	0.54016065005
res_AG.LND.TOTL.K2.tsv	Citation	0.446435733717
res_AG.LND.TOTL.K2.tsv	File Size	0.445622204331
res_AG.LND.TOTL.K2.tsv	Links	0.437498611757
res_AG.PRD.CREL.MT.tsv	Citation	0.574040077015
res_AG.PRD.CREL.MT.tsv	File Size	0.559868760686
res_AG.PRD.CREL.MT.tsv	Links	0.570758877357
res_AG.PRD.CROP.XD.tsv	Citation	-0.0325579052901
res_AG.PRD.CROP.XD.tsv	File Size	-0.0332154223085
res_AG.PRD.CROP.XD.tsv	Links	-0.0429566040967
res_AG.PRD.FOOD.XD.tsv	Citation	-0.0660543684975
res_AG.PRD.FOOD.XD.tsv	File Size	-0.0672918104323
res_AG.PRD.FOOD.XD.tsv	Links	-0.0803099059827
res_AG.PRD.LVSK.XD.tsv	Citation	-0.0812108624496
res_AG.PRD.LVSK.XD.tsv	File Size	-0.0847003116732
res_AG.PRD.LVSK.XD.tsv	Links	-0.10094858793
res_AG.SRF.TOTL.K2.tsv	Citation	0.454605697948
res_AG.SRF.TOTL.K2.tsv	File Size	0.452237192928
res_AG.SRF.TOTL.K2.tsv	Links	0.444458156931
res_AG.YLD.CREL.KG.tsv	Citation	0.0472912040975
res_AG.YLD.CREL.KG.tsv	File Size	0.0539280288473
res_AG.YLD.CREL.KG.tsv	Links	0.0556252717255
res_BX.KLT.DINV.CD.WD.tsv	Citation	0.571643543253
res_BX.KLT.DINV.CD.WD.tsv	File Size	0.529428113276
res_BX.KLT.DINV.CD.WD.tsv	Links	0.53612953745
res_BX.KLT.DINV.WD.GD.ZS.tsv	Citation	-0.144635223269
res_BX.KLT.DINV.WD.GD.ZS.tsv	File Size	-0.16796173053
res_BX.KLT.DINV.WD.GD.ZS.tsv	Links	-0.168746074182
res_EN.POP.DNST.tsv	Citation	-0.0345824551387
res_EN.POP.DNST.tsv	File Size	-0.0341385319739
res_EN.POP.DNST.tsv	Links	-0.0337845677953
res_ER.GDP.FWTL.M3.KD.tsv	Citation	-0.0287545874233
res_ER.GDP.FWTL.M3.KD.tsv	File Size	-0.0192801975195
res_ER.GDP.FWTL.M3.KD.tsv	Links	-0.0121119488227
res_ER.H2O.FWAG.ZS.tsv	Citation	0.0519074525025
res_ER.H2O.FWAG.ZS.tsv	File Size	0.0382177793422
res_ER.H2O.FWAG.ZS.tsv	Links	0.00920375573868
res_ER.H2O.FWDM.ZS.tsv	Citation	-0.162281204896
res_ER.H2O.FWDM.ZS.tsv	File Size	-0.182642130586
res_ER.H2O.FWDM.ZS.tsv	Links	-0.16742227241
res_ER.H2O.FWIN.ZS.tsv	Citation	0.0675568179426
res_ER.H2O.FWIN.ZS.tsv	File Size	0.104519441453
res_ER.H2O.FWIN.ZS.tsv	Links	0.130279381392
res_ER.H2O.FWTL.K3.tsv	Citation	0.548243265398
res_ER.H2O.FWTL.K3.tsv	File Size	0.554772829994
res_ER.H2O.FWTL.K3.tsv	Links	0.566206923167
res_ER.H2O.FWTL.ZS.tsv	Citation	0.00891535955765
res_ER.H2O.FWTL.ZS.tsv	File Size	-0.000997380818912
res_ER.H2O.FWTL.ZS.tsv	Links	-0.00522274526074
res_ER.H2O.INTR.K3.tsv	Citation	0.359899653709
res_ER.H2O.INTR.K3.tsv	File Size	0.369535285242
res_ER.H2O.INTR.K3.tsv	Links	0.363998375084
res_ER.H2O.INTR.PC.tsv	Citation	-0.0888007495847
res_ER.H2O.INTR.PC.tsv	File Size	-0.0909874179507
res_ER.H2O.INTR.PC.tsv	Links	-0.0835007764639
res_FB.ATM.TOTL.P5.tsv	Citation	0.352924305083
res_FB.ATM.TOTL.P5.tsv	File Size	0.357685883686
res_FB.ATM.TOTL.P5.tsv	Links	0.370470948424
res_FB.CBK.BRCH.P5.tsv	Citation	0.0447066604289
res_FB.CBK.BRCH.P5.tsv	File Size	0.0610848471502
res_FB.CBK.BRCH.P5.tsv	Links	0.0789462496116
res_FP.CPI.TOTL.ZG.tsv	Citation	0.0701097676558
res_FP.CPI.TOTL.ZG.tsv	File Size	0.0558323543374
res_FP.CPI.TOTL.ZG.tsv	Links	0.0354853924051
res_IC.BUS.DFRN.XQ.tsv	Citation	0.260515355471
res_IC.BUS.DFRN.XQ.tsv	File Size	0.302072832969
res_IC.BUS.DFRN.XQ.tsv	Links	0.313953923262
res_IC.BUS.DISC.XQ.tsv	Citation	0.308956283807
res_IC.BUS.DISC.XQ.tsv	File Size	0.340006488308
res_IC.BUS.DISC.XQ.tsv	Links	0.338789926838
res_IC.BUS.EASE.XQ.tsv	Citation	-0.257066592561
res_IC.BUS.EASE.XQ.tsv	File Size	-0.30065513969
res_IC.BUS.EASE.XQ.tsv	Links	-0.311690848208
res_IC.CRD.INFO.XQ.tsv	Citation	0.343744692827
res_IC.CRD.INFO.XQ.tsv	File Size	0.388576216169
res_IC.CRD.INFO.XQ.tsv	Links	0.387209810867
res_IC.CRD.PRVT.ZS.tsv	Citation	0.345756204769
res_IC.CRD.PRVT.ZS.tsv	File Size	0.353381599518
res_IC.CRD.PRVT.ZS.tsv	Links	0.349705124698
res_IC.CRD.PUBL.ZS.tsv	Citation	0.00970888435559
res_IC.CRD.PUBL.ZS.tsv	File Size	0.0309365837546
res_IC.CRD.PUBL.ZS.tsv	Links	0.0446032628043
res_IC.ELC.TIME.tsv	Citation	0.0308415513148
res_IC.ELC.TIME.tsv	File Size	0.0425740490951
res_IC.ELC.TIME.tsv	Links	0.0408020644304
res_IC.EXP.COST.CD.tsv	Citation	-0.0552087273478
res_IC.EXP.COST.CD.tsv	File Size	-0.0771527624372
res_IC.EXP.COST.CD.tsv	Links	-0.08374897604
res_IC.EXP.DOCS.tsv	Citation	-0.145390516323
res_IC.EXP.DOCS.tsv	File Size	-0.162169605049
res_IC.EXP.DOCS.tsv	Links	-0.176079922614
res_IC.EXP.DURS.tsv	Citation	-0.12179168479
res_IC.EXP.DURS.tsv	File Size	-0.148938496244
res_IC.EXP.DURS.tsv	Links	-0.157737134903
res_IC.IMP.COST.CD.tsv	Citation	-0.0886704507543
res_IC.IMP.COST.CD.tsv	File Size	-0.120948237362
res_IC.IMP.COST.CD.tsv	Links	-0.128713525799
res_IC.IMP.DOCS.tsv	Citation	-0.113060210695
res_IC.IMP.DOCS.tsv	File Size	-0.133049425019
res_IC.IMP.DOCS.tsv	Links	-0.152211838265
res_IC.IMP.DURS.tsv	Citation	-0.117758286845
res_IC.IMP.DURS.tsv	File Size	-0.147722285816
res_IC.IMP.DURS.tsv	Links	-0.161757540682
res_IC.ISV.DURS.tsv	Citation	-0.124951300319
res_IC.ISV.DURS.tsv	File Size	-0.150152260794
res_IC.ISV.DURS.tsv	Links	-0.161726741802
res_IC.LGL.CRED.XQ.tsv	Citation	0.141417585677
res_IC.LGL.CRED.XQ.tsv	File Size	0.12327942385
res_IC.LGL.CRED.XQ.tsv	Links	0.126315515352
res_IC.LGL.DURS.tsv	Citation	0.0109161104994
res_IC.LGL.DURS.tsv	File Size	0.0107248399334
res_IC.LGL.DURS.tsv	Links	0.014343754856
res_IC.LGL.PROC.tsv	Citation	-0.105475305243
res_IC.LGL.PROC.tsv	File Size	-0.125933150318
res_IC.LGL.PROC.tsv	Links	-0.131166223387
res_IC.PRP.DURS.tsv	Citation	-0.100644410178
res_IC.PRP.DURS.tsv	File Size	-0.125337503435
res_IC.PRP.DURS.tsv	Links	-0.127893094007
res_IC.PRP.PROC.tsv	Citation	0.0131347091881
res_IC.PRP.PROC.tsv	File Size	0.0302203310389
res_IC.PRP.PROC.tsv	Links	0.0199777911354
res_IC.REG.COST.PC.ZS.tsv	Citation	-0.156222396941
res_IC.REG.COST.PC.ZS.tsv	File Size	-0.205815533367
res_IC.REG.COST.PC.ZS.tsv	Links	-0.218993397122
